item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM_486,ORD_482,PROD_49,5,426.52,48.27
ITEM_487,ORD_79,PROD_438,7,16.15,73.19
ITEM_488,ORD_376,PROD_364,1,371.56,63.38
ITEM_489,ORD_383,PROD_233,4,71.66,46.48
ITEM_490,ORD_85,PROD_202,6,514.46,38.47
ITEM_491,ORD_247,PROD_228,2,487.79,76.64
ITEM_492,ORD_328,PROD_83,5,247.73,47.47
ITEM_493,ORD_269,PROD_423,6,335.99,92.82
ITEM_494,ORD_223,PROD_254,7,173.87,49.03
ITEM_495,ORD_213,PROD_10,7,13.91,74.13
ITEM_496,ORD_134,PROD_408,2,318.31,54.77
ITEM_497,ORD_85,PROD_159,1,159.76,77.24
ITEM_498,ORD_112,PROD_38,10,307.82,10.5
ITEM_499,ORD_518,PROD_416,8,299.32,65.13
ITEM_500,ORD_460,PROD_181,4,303.99,26.23
ITEM_501,ORD_355,PROD_432,6,314.62,54.65
ITEM_502,ORD_58,PROD_80,8,596.22,1.95
ITEM_503,ORD_402,PROD_315,3,126.96,67.8
ITEM_504,ORD_448,PROD_193,3,494.57,48.05
ITEM_505,ORD_166,PROD_71,5,47.63,49.18
ITEM_506,ORD_365,PROD_379,4,199.64,66.98
ITEM_507,ORD_481,PROD_126,5,151.62,23.33
ITEM_508,ORD_61,PROD_214,2,263.76,57.29
ITEM_509,ORD_234,PROD_167,-5,133.81,37.7
ITEM_510,ORD_97,PROD_395,10,133.52,84.91
ITEM_511,ORD_420,PROD_281,5,293.89,48.78
ITEM_512,ORD_39,PROD_216,4,454.1,13.76
ITEM_513,ORD_10,PROD_500,8,541.0,33.91
ITEM_514,ORD_431,PROD_386,9,550.36,53.18
ITEM_515,ORD_217,PROD_117,7,62.77,46.01
ITEM_516,ORD_316,PROD_41,10,530.61,53.06
ITEM_517,ORD_33,PROD_20,2,483.37,74.44
ITEM_518,ORD_448,PROD_181,2,509.55,0.07
ITEM_519,ORD_153,PROD_181,2,295.57,42.32
ITEM_520,ORD_237,PROD_43,8,239.97,5.67
