order_id,customer_id,order_date,status,region_code
ORD_396,cust_267,2025-02-13 19:00:00,DELIVERED,EAST
ORD_397,cust_65,2025-03-10 12:00:00,DELIVERED,SOUTH
ORD_398,cust_428,2025-07-07 14:00:00,PLACED,EAST
ORD_399,cust_134,2025-02-01 14:00:00,PLACED,EAST
ORD_400,cust_123,2025-07-06 00:00:00,SHIPPED,SOUTH
ORD_401,cust_342,2025-07-20 15:00:00,SHIPPED,EAST
ORD_402,cust_289,2025-05-27 00:00:00,DELIVERED,WEST
ORD_403,cust_430,2025-11-10 06:00:00,CANCELLED,SOUTH
ORD_404,cust_68,2025-12-13 05:00:00,CANCELLED,WEST
ORD_405,cust_41,2025-06-03 21:00:00,CANCELLED,NORTH
ORD_406,cust_220,2025-10-01 06:00:00,DELIVERED,EAST
ORD_407,cust_214,2025-03-04 05:00:00,DELIVERED,NORTH
ORD_408,cust_87,2025-01-12 05:00:00,CANCELLED,EAST
ORD_409,cust_438,2025-10-31 10:00:00,PLACED,EAST
ORD_410,cust_495,2025-12-05 10:00:00,SHIPPED,EAST
ORD_411,cust_205,2025-02-21 23:00:00,SHIPPED,NORTH
ORD_412,cust_13,2025-12-12 20:00:00,DELIVERED,WEST
ORD_413,cust_23,2025-05-22 01:00:00,PLACED,NORTH
ORD_414,cust_10,2025-11-21 08:00:00,RETURNED,NORTH
ORD_415,UNKNOWN,2025-06-15 09:00:00,SHIPPED,SOUTH
ORD_416,cust_108,2025-07-08 01:00:00,DELIVERED,EAST
ORD_417,cust_413,2025-08-25 04:00:00,PLACED,WEST
ORD_418,cust_337,2025-08-18 03:00:00,RETURNED,SOUTH
ORD_419,cust_86,2025-12-05 14:00:00,CANCELLED,EAST
ORD_420,UNKNOWN,2025-12-29 18:00:00,PLACED,SOUTH
ORD_421,cust_115,2025-05-28 17:00:00,DELIVERED,WEST
ORD_422,cust_215,2025-09-04 16:00:00,DELIVERED,WEST
ORD_423,cust_412,2025-04-03 20:00:00,SHIPPED,WEST
ORD_424,cust_349,2025-04-03 00:00:00,CANCELLED,SOUTH
ORD_425,cust_259,2025-03-20 14:00:00,DELIVERED,WEST
ORD_426,cust_169,2025-02-15 19:00:00,CANCELLED,SOUTH
ORD_427,cust_209,2025-10-14 15:00:00,PLACED,SOUTH
ORD_428,cust_224,2025-03-30 13:00:00,RETURNED,WEST
ORD_429,cust_248,2025-07-04 15:00:00,CANCELLED,WEST
ORD_430,cust_15,2025-04-20 23:00:00,RETURNED,WEST
ORD_431,cust_302,2025-08-17 10:00:00,SHIPPED,EAST
ORD_432,cust_394,2025-11-17 06:00:00,DELIVERED,EAST
ORD_433,cust_361,2025-08-16 08:00:00,RETURNED,SOUTH
ORD_434,cust_449,2025-09-14 04:00:00,DELIVERED,EAST
ORD_435,cust_486,2025-06-25 05:00:00,PLACED,EAST
ORD_436,cust_36,2025-01-08 01:00:00,CANCELLED,EAST
ORD_437,cust_135,2025-09-06 14:00:00,CANCELLED,WEST
ORD_438,cust_413,2025-05-18 00:00:00,PLACED,EAST
ORD_439,cust_502,2025-12-08 14:00:00,RETURNED,NORTH
ORD_440,cust_364,2025-11-05 11:00:00,SHIPPED,NORTH
ORD_441,cust_16,2025-11-05 01:00:00,RETURNED,NORTH
ORD_442,cust_333,2025-12-22 08:00:00,PLACED,WEST
ORD_443,UNKNOWN,2025-09-11 09:00:00,RETURNED,EAST
ORD_444,cust_269,2025-11-26 05:00:00,CANCELLED,WEST
ORD_445,cust_375,2025-03-23 23:00:00,DELIVERED,WEST
ORD_446,cust_180,2025-12-29 21:00:00,PLACED,EAST
ORD_447,cust_307,2025-03-01 23:00:00,RETURNED,EAST
ORD_448,cust_265,2025-11-22 20:00:00,SHIPPED,SOUTH
ORD_449,cust_441,2025-05-17 10:00:00,SHIPPED,EAST
ORD_450,cust_76,2025-01-02 10:00:00,RETURNED,EAST
ORD_451,cust_174,2025-04-03 16:00:00,CANCELLED,WEST
ORD_452,cust_346,2025-11-12 10:00:00,PLACED,NORTH
ORD_453,cust_240,2025-10-04 23:00:00,DELIVERED,NORTH
ORD_454,cust_497,2025-10-16 14:00:00,PLACED,EAST
ORD_455,cust_324,2025-01-14 14:00:00,RETURNED,WEST
ORD_456,UNKNOWN,2025-09-19 21:00:00,PLACED,WEST
ORD_457,cust_98,2025-10-01 18:00:00,SHIPPED,NORTH
ORD_458,cust_349,2025-04-08 17:00:00,RETURNED,EAST
ORD_459,cust_78,2025-01-24 11:00:00,SHIPPED,WEST
ORD_460,cust_23,2025-03-06 19:00:00,DELIVERED,SOUTH
ORD_461,cust_510,2025-09-04 21:00:00,SHIPPED,SOUTH
ORD_462,cust_284,2025-10-05 12:00:00,PLACED,SOUTH
ORD_463,cust_77,2025-02-11 23:00:00,CANCELLED,NORTH
ORD_464,cust_36,2025-12-23 00:00:00,DELIVERED,SOUTH
ORD_465,cust_383,2025-09-06 00:00:00,DELIVERED,WEST
ORD_466,cust_507,2025-06-03 20:00:00,CANCELLED,SOUTH
ORD_467,cust_413,2025-06-21 05:00:00,SHIPPED,WEST
ORD_468,cust_342,2025-05-13 00:00:00,RETURNED,SOUTH
ORD_469,cust_232,2025-01-22 04:00:00,CANCELLED,NORTH
ORD_470,cust_358,2025-01-27 23:00:00,SHIPPED,SOUTH
ORD_471,cust_92,2025-10-15 04:00:00,SHIPPED,SOUTH
ORD_472,cust_34,2025-05-07 22:00:00,DELIVERED,EAST
ORD_473,cust_500,2025-09-19 22:00:00,CANCELLED,WEST
ORD_474,cust_292,2025-04-15 23:00:00,CANCELLED,SOUTH
ORD_475,cust_277,2025-04-22 20:00:00,RETURNED,SOUTH
ORD_476,cust_320,2025-04-14 02:00:00,RETURNED,EAST
ORD_477,cust_274,2025-08-06 15:00:00,RETURNED,NORTH
ORD_478,cust_492,2025-02-21 00:00:00,DELIVERED,SOUTH
ORD_479,cust_496,2025-07-14 11:00:00,RETURNED,EAST
ORD_480,cust_355,2025-07-16 11:00:00,CANCELLED,NORTH
ORD_481,cust_201,2025-03-15 19:00:00,DELIVERED,NORTH
ORD_482,cust_29,2025-04-11 13:00:00,RETURNED,SOUTH
ORD_483,cust_406,2025-07-21 06:00:00,PLACED,SOUTH
ORD_484,UNKNOWN,2025-08-07 00:00:00,RETURNED,WEST
ORD_485,UNKNOWN,2025-11-12 16:00:00,RETURNED,NORTH
ORD_486,cust_515,2025-09-10 22:00:00,RETURNED,WEST
ORD_487,cust_123,2025-09-09 00:00:00,CANCELLED,NORTH
ORD_488,cust_465,2025-01-19 11:00:00,SHIPPED,WEST
ORD_489,cust_178,2025-08-16 00:00:00,DELIVERED,WEST
ORD_490,cust_289,2025-01-05 15:00:00,RETURNED,NORTH
ORD_491,cust_80,2025-10-22 12:00:00,PLACED,WEST
ORD_492,cust_451,2025-06-25 14:00:00,PLACED,WEST
ORD_493,cust_99,2025-02-03 01:00:00,PLACED,EAST
ORD_494,cust_450,2025-02-24 12:00:00,PLACED,WEST
ORD_495,cust_503,2025-06-16 12:00:00,DELIVERED,EAST
ORD_496,cust_439,2025-09-17 05:00:00,PLACED,SOUTH
ORD_497,cust_337,2025-01-22 23:00:00,RETURNED,SOUTH
ORD_498,cust_54,2025-12-03 00:00:00,DELIVERED,EAST
ORD_499,cust_335,2025-08-12 13:00:00,SHIPPED,NORTH
ORD_500,cust_38,2025-07-26 04:00:00,RETURNED,WEST
ORD_501,cust_511,2025-12-28 03:00:00,RETURNED,NORTH
ORD_502,cust_352,2025-02-09 02:00:00,DELIVERED,NORTH
ORD_503,UNKNOWN,2025-01-19 11:00:00,SHIPPED,EAST
ORD_504,cust_445,2025-03-18 05:00:00,RETURNED,NORTH
ORD_505,cust_258,2025-12-30 12:00:00,SHIPPED,SOUTH
ORD_506,cust_10,2025-01-18 20:00:00,CANCELLED,WEST
ORD_507,cust_296,2025-05-13 18:00:00,RETURNED,SOUTH
ORD_508,cust_305,2025-03-08 01:00:00,SHIPPED,SOUTH
ORD_509,cust_350,2025-09-07 22:00:00,CANCELLED,SOUTH
ORD_510,cust_175,2025-09-20 07:00:00,RETURNED,EAST
ORD_511,cust_78,2025-09-28 22:00:00,RETURNED,EAST
ORD_512,cust_516,2025-05-03 09:00:00,SHIPPED,NORTH
ORD_513,cust_186,2025-01-09 01:00:00,CANCELLED,WEST
ORD_514,cust_366,2025-08-13 22:00:00,PLACED,EAST
ORD_515,cust_176,2025-07-31 17:00:00,RETURNED,SOUTH
ORD_516,cust_359,2025-08-02 00:00:00,SHIPPED,SOUTH
ORD_517,cust_300,2025-08-28 16:00:00,PLACED,EAST
ORD_518,cust_456,2025-01-05 15:00:00,CANCELLED,WEST
ORD_519,UNKNOWN,2025-01-01 11:00:00,PLACED,SOUTH
ORD_520,cust_447,2025-11-15 06:00:00,PLACED,NORTH
